Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
173	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2594999	50688000000000.0	15576299000000.0	166945180000000.0	74463260.0	5610080300000.0	6904853000000.0	43767705000000.0	2364096800.0	744300.1	253445.03	2959892.8	209292.83	-4743662000000.0	2.4650691e+27	188915.15470337868
174	0.0	0.0	0.0	0.0	0.1	0.29999998	1.0	0.0	300.0	270.1	2609999	50616286000000.0	15600676000000.0	166937930000000.0	78035384.0	5572326300000.0	6883211500000.0	43708024000000.0	2352620800.0	766838.06	296719.8	2895305.5	322767.53	-4921169500000.0	2.4396365e+27	189885.82258415222
175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2624999	50463387000000.0	15379768000000.0	166928480000000.0	80274320.0	5493845000000.0	6802087300000.0	43489178000000.0	2304220700.0	779645.9	321220.9	3097145.2	293101.53	-4517431000000.0	2.4545342e+27	190840.64150857925
176	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2639999	49942760000000.0	13437800000000.0	166922710000000.0	83115520.0	5063063000000.0	6120633500000.0	41419520000000.0	2296394200.0	811276.9	273606.47	3458746.0	228285.28	-4523279500000.0	2.3304135e+27	191813.76156830788
177	0.03846154	0.19230767	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2654999	49925990000000.0	13381818000000.0	166915180000000.0	88465144.0	5041794600000.0	6097034000000.0	40796686000000.0	2297241900.0	833422.2	251896.52	2822697.0	264912.25	-4583059000000.0	2.3220882e+27	192798.0652077198
178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2669999	49633390000000.0	11173804000000.0	166907460000000.0	97528296.0	4699691000000.0	5423538600000.0	42142300000000.0	2302020400.0	936151.1	209179.11	5600510.0	265724.4	-4318959200000.0	2.2568259e+27	193778.1980662346
179	0.01923077	0.13733518	1.0	0.0	0.0	0.0	0.0	0.0	289.3846	300.0	2684999	49693577000000.0	10359934000000.0	137493330000000.0	104572390.0	4275633400000.0	4976746700000.0	42133030000000.0	2272195300.0	819123.75	189468.45	7949523.0	238712.19	-3573405500000.0	2.3049221e+27	194757.66555547714
180	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2699999	49487658000000.0	12036838000000.0	164925540000000.0	108517480.0	4397186200000.0	5492036300000.0	44483438000000.0	2190502400.0	1014095.7	205093.52	6594727.0	97516.664	-2635924500000.0	2.423715e+27	195700.9836473465
181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2714999	49418095000000.0	13764424000000.0	164924500000000.0	118417370.0	4725148000000.0	6162231600000.0	44415255000000.0	2132190800.0	1017251.75	251423.39	2763207.2	99914.28	-3672872300000.0	2.380047e+27	196651.87420630455
182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2729999	49343920000000.0	14482391000000.0	164923340000000.0	133259064.0	4885273000000.0	6442441500000.0	44323510000000.0	2125793800.0	938990.0	284094.16	2757963.5	167746.9	-4427470600000.0	2.3322996e+27	197628.98984479904
183	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	2744999	49327305000000.0	14450135000000.0	164921810000000.0	148869800.0	4875315300000.0	6437309000000.0	44192546000000.0	2133895200.0	1046979.3	262806.62	2719242.0	202515.02	-4482002300000.0	2.3284369e+27	198614.53161287308
184	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2759999	49339045000000.0	14317944000000.0	164921360000000.0	163999630.0	4846745000000.0	6395326000000.0	44109323000000.0	2149425700.0	883048.3	263438.1	2606677.8	88838.68	-4428885700000.0	2.3298317e+27	199597.627712965
185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2774999	49404990000000.0	14414402000000.0	164920000000000.0	171843440.0	4860069500000.0	6385765000000.0	44047160000000.0	2134619800.0	793687.44	228000.58	3878294.5	79697.39	-4114802500000.0	2.3598139e+27	200572.29271316528
186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2789999	49712535000000.0	14422188000000.0	164919130000000.0	177835230.0	4920057500000.0	6304320500000.0	43943555000000.0	2136402800.0	868449.75	195073.42	2281109.0	124608.38	-4500738300000.0	2.3616704e+27	201551.85115480423
187	0.019607844	0.13864839	1.0	0.0	0.2	0.4	1.0	0.0	294.13727	240.2	2804999	49870680000000.0	14363047000000.0	164917940000000.0	190670830.0	4928953600000.0	6222668000000.0	43845180000000.0	2149254700.0	879994.25	264278.6	6992123.5	121667.04	-4466531000000.0	2.3768594e+27	202517.0480568409
188	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2819999	49895193000000.0	14254066000000.0	164916760000000.0	204253420.0	4893215600000.0	6165264000000.0	43734733000000.0	2147080700.0	941320.56	290316.5	6517991.5	87394.9	-4458771000000.0	2.3747927e+27	203503.04446578026
189	0.03846154	0.19230767	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2834999	50115436000000.0	13853443000000.0	164915820000000.0	216874670.0	4834767000000.0	5940388600000.0	43666203000000.0	2138883000.0	896189.0	273337.22	2766736.5	74552.55	-4429290000000.0	2.3831775e+27	204488.47190189362
190	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2849999	50167567000000.0	13567361000000.0	164914180000000.0	232411360.0	4768965000000.0	5793825400000.0	43571177000000.0	2135611100.0	818852.94	254877.83	2725129.2	67966.375	-4380737400000.0	2.3808104e+27	205473.75201654434
191	0.019607844	0.13864838	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	2864999	50165168000000.0	13908233000000.0	191369720000000.0	254392830.0	4956529600000.0	5851125000000.0	43474422000000.0	2099306800.0	810736.56	231832.83	2560311.5	83370.65	-3986227200000.0	2.4249877e+27	206452.49028515816
192	0.032258064	0.17668469	1.0	0.0	0.0	0.0	0.0	0.0	237.79033	300.0	2879999	52439487000000.0	19556769000000.0	191369680000000.0	263539140.0	5633521000000.0	6405574600000.0	45530320000000.0	2051963000.0	645971.7	200953.1	2611204.5	139847.72	-4236939400000.0	2.7521294e+27	207450.60992598534
193	0.03846154	0.19230768	1.0	0.0	0.0	0.0	0.0	0.0	288.5	300.0	2894999	52836450000000.0	19964386000000.0	191369580000000.0	2421296000.0	5956504600000.0	6439059300000.0	45464913000000.0	2058446800.0	670886.75	184967.08	2454158.5	141356.17	-5598329000000.0	2.6568317e+27	208437.37167549133
194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.0	300.0	2909999	52777520000000.0	18418840000000.0	191369520000000.0	267644500000.0	5657938400000.0	5834758700000.0	45368200000000.0	54238507000.0	768423.7	198097.2	2534372.0	332664.16	-5452998400000.0	2.5903786e+27	209417.89397525787
195	0.056603774	0.23108391	1.0	0.0	0.0	0.0	0.0	0.0	283.07547	300.0	2924999	52911230000000.0	17622347000000.0	191369410000000.0	270747140000.0	5409752500000.0	5418012000000.0	45292003000000.0	54502404000.0	760548.9	188575.4	2510298.5	267398.94	-4991936400000.0	2.6087208e+27	210388.79966282845
196	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2939999	52716150000000.0	17542089000000.0	191369310000000.0	273353700000.0	5315906000000.0	5358082300000.0	45205504000000.0	2204658000.0	633567.94	140963.12	1764845.5	233937.48	-5243948000000.0	2.5575862e+27	211381.1148712635
197	0.019607844	0.13864839	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2954999	52731220000000.0	17568866000000.0	191369210000000.0	275545200000.0	5302725400000.0	5344593400000.0	45143873000000.0	2289739500.0	697533.56	131302.98	1793189.2	236477.8	-5265231000000.0	2.5578267e+27	212362.40153217316
198	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2969999	52461750000000.0	17750477000000.0	191369110000000.0	23063366000.0	5254122000000.0	5300437000000.0	50745643000000.0	2321407500.0	634327.3	150990.06	1743632.1	170753.47	-4083102300000.0	2.651718e+27	213336.54694604874
199	0.019607844	0.13864838	1.0	0.0	0.0	0.0	0.0	0.0	294.13727	300.0	2984999	51128540000000.0	18665538000000.0	191369050000000.0	23300130000.0	5110600600000.0	5251929700000.0	50692497000000.0	2305450200.0	711012.8	167951.86	2391375.0	153351.1	-3862743500000.0	2.570532e+27	214288.0167851448
200	0.019607844	0.13864839	1.0	0.0	0.1	0.29999998	1.0	0.0	294.13727	270.1	2999999	50084662000000.0	18907977000000.0	191368960000000.0	24178924000.0	5172642700000.0	5241949000000.0	50545710000000.0	2217214500.0	686583.06	153924.66	2190861.2	177023.4	-3703387700000.0	2.501793e+27	215246.7902390957
