Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
188	0.835034	0.37114984	1.0	0.0	1.0	0.0	1.0	1.0	25.508503	12.8	2819999	21.328152	8.7123995	36.30401	-60.511528	21.32826	8.7103815	36.891697	-60.631824	-1.7645879	1.4466264	10.837166	-12.419051	-21.509346	9.509246	28129.280558347702
189	0.8512397	0.3558521	1.0	0.0	0.7	0.45825756	1.0	0.0	24.773554	25.0	2834999	21.226397	8.652891	37.79387	-57.807972	21.226543	8.6509695	36.88628	-57.839336	-1.827657	1.4152942	10.523337	-13.914711	-21.400604	9.2710705	28279.603749275208
190	0.8392555	0.36729512	1.0	0.0	1.0	0.0	1.0	1.0	25.401014	12.5	2849999	21.15542	8.660946	38.694553	-59.766853	21.155542	8.659334	38.544632	-63.023945	-1.8521265	1.4052927	9.799942	-13.237881	-21.331379	9.016852	28429.70021891594
191	0.8281787	0.37722507	1.0	0.0	0.8	0.4	1.0	0.0	25.78007	22.2	2864999	21.281796	8.734634	36.910324	-57.736538	21.281887	8.73309	40.020817	-61.654312	-1.8367697	1.4154603	12.317541	-14.091614	-21.464058	9.09261	28581.258528470993
192	0.84246576	0.36430374	1.0	0.0	0.8	0.4	1.0	0.0	25.696918	22.6	2879999	21.651413	8.970856	37.480946	-58.303635	21.651564	8.969378	40.075565	-64.49323	-1.7639809	1.433512	10.904647	-11.653944	-21.852509	9.356578	28731.40706706047
193	0.8357964	0.37046024	1.0	0.0	0.8	0.4	1.0	0.0	24.615763	23.0	2894999	21.709644	8.980637	36.77957	-62.34097	21.709734	8.979309	40.408215	-66.269325	-1.8119849	1.4139625	10.832272	-14.145231	-21.894321	9.41453	28881.625151395798
194	0.8347826	0.37137666	1.0	0.0	0.8	0.4	1.0	0.0	26.10261	23.4	2909999	21.283504	8.776079	35.964176	-65.722244	21.283575	8.774927	39.558586	-68.813835	-1.8849194	1.3920815	11.716422	-12.024174	-21.461441	8.97668	29032.03770327568
195	0.852292	0.35481024	1.0	0.0	0.9	0.29999998	1.0	0.0	25.468592	19.2	2924999	21.29387	8.777312	37.901974	-33.86875	21.29379	8.776242	38.98715	-38.992268	-1.8998828	1.3822112	11.334093	-12.076332	-21.474367	8.930537	29181.219079256058
196	0.8249158	0.38003907	1.0	0.0	0.8	0.4	1.0	0.0	25.249159	25.6	2939999	21.32857	8.758743	40.709457	-41.585964	21.32876	8.756956	39.683224	-43.95997	-1.883713	1.3987552	9.76494	-13.479811	-21.51332	8.878606	29330.581844568253
197	0.8381113	0.3683487	1.0	0.0	0.9	0.29999998	1.0	0.0	25.241146	18.9	2954999	21.999187	9.172448	43.48272	-44.4377	21.999022	9.169615	42.73274	-41.394566	-1.6780638	1.4829277	10.069334	-14.031337	-22.229437	9.458292	29479.84908080101
198	0.90088755	0.2988129	1.0	0.0	0.7	0.45825756	1.0	0.0	22.232248	24.7	2969999	25.205557	10.914928	53.349308	-56.871315	25.205595	10.912775	50.950657	-54.02251	-1.26688	1.6562848	18.981716	-12.739525	-25.48543	12.667989	29629.52862405777
199	0.8122867	0.39048305	1.0	0.0	0.7	0.45825756	1.0	0.0	25.55802	30.1	2984999	21.243715	8.848068	36.58957	-60.463432	21.243765	8.847427	40.416058	-51.92067	-1.8843154	1.4132385	12.986882	-14.450853	-21.403475	8.998114	29779.010984420776
200	0.8117444	0.39091614	1.0	0.0	0.8	0.4	1.0	0.0	25.960276	25.2	2999999	21.023857	8.752865	37.02206	-60.52517	21.023975	8.751241	37.089634	-53.40704	-1.9076695	1.406226	11.9610615	-11.852437	-21.195486	8.713554	29928.08296275139
